"","b1.TL.ctrl","b1.IL.ctrl","b1.TI.ctrl","b1.TL.ko","b1.IL.ko","b1.TI.ko","b2.TL.ctrl","b2.IL.ctrl","b2.TI.ctrl","b2.TL.ko","b2.IL.ko","b2.TI.ko"
"Zbtb46",-0.234679224679327,-0.454658840407392,0.219979615728065,0.633469991485756,0.0818357673414088,0.551634224144347,-0.416298068975168,-0.552181210220459,0.13588314124529,0.160971245823401,-0.652668125692328,0.813639371515729
"Ccl2",-0.964104977763925,-1.07587417605798,0.11176919829406,-0.163662928246976,-0.0605935659990381,-0.103069362247938,-0.957606947561093,-1.25701824627786,0.299411298716765,-0.613480496435706,-0.676548969059565,0.0630684726238593
"Micall2",-0.645027108102625,-0.645870569804684,0.000843461702058132,-0.194117027528113,0.16280670923842,-0.356923736766533,-0.935325065008583,-1.09423765542543,0.158912590416848,-0.211942936999731,-0.202492016836581,-0.00945092016315081
"Slco5a1",0.147738525920711,-0.0185257153584167,0.166264241279128,0.318192415050671,0.100794576932977,0.217397838117695,0.382202987523111,-0.189379855239823,0.571582842762934,-0.0720496718530238,-0.318750189987011,0.246700518133987
"Wnt11",-0.618361680495755,-0.640141017749971,0.0217793372542161,0.318627939854711,0.0492817368917195,0.269346202962992,-0.466652529380469,-0.76367206630942,0.297019536928951,0.35123380391999,-0.0507924743393429,0.402026278259333
"Tjp2",-0.359982692989927,-0.534065087465657,0.17408239447573,0.256300181009842,-0.11934397734591,0.375644158355753,-0.199449812655868,-0.621266829778402,0.421817017122534,-0.0207577014735553,-0.389318169110477,0.368560467636922
"Ccl7",-0.964258543861062,-1.05553911315243,0.0912805692913677,-0.294303794080992,-0.178706409491722,-0.11559738458927,-0.966631745777726,-1.28915959742197,0.322527851644239,-0.85026377768357,-0.847554322179918,-0.00270945550365147
"Birc3",-0.800986425063873,-0.982185280439444,0.181198855375572,0.157100485821871,0.00154692419105982,0.155553561630812,-0.441791430458759,-0.966016599485889,0.52422516902713,-0.607770074399912,-0.905080796213935,0.297310721814023
"Angptl4",-0.510995545330975,-0.577451140492608,0.066455595161633,-0.214409731386811,-0.0445227523083399,-0.169886979078471,-0.580601701592038,-0.825025635577953,0.244423933985915,-0.636328931526471,-0.259023155083478,-0.377305776442993
"Bahcc1",-0.224091119549089,-0.402506144686802,0.178415025137713,-0.0218370832310707,0.0864370835910121,-0.108274166822083,-0.458982469054397,-0.978337587823955,0.519355118769558,-0.093473133258038,-0.243383773331408,0.14991064007337
"Bdkrb2",-0.752647920035552,-0.679631953193525,-0.0730159668420265,-0.0215158027763392,-0.0632165008543006,0.0417006980779614,-0.968056293910811,-1.09125185670222,0.123195562791413,-0.426502692490642,-0.868269833645619,0.441767141154977
"Icam1",-0.898936278448246,-1.05621269881761,0.157276420369364,-0.0887016934594129,-0.42257500330063,0.333873309841217,-0.53270310375673,-1.24419042614071,0.711487322383978,-0.529403228882381,-0.828258502136059,0.298855273253678
"Nfkb1",-0.530349946605669,-0.585545248907257,0.0551953023015882,-0.170573973584483,0.0399669979570295,-0.210540971541512,-0.379735268136897,-0.614041702669414,0.234306434532517,-0.421442307942408,-0.476870170331063,0.0554278623886556
"Nfkb2",-0.697638620669374,-0.883591639881756,0.185953019212382,0.0237215942101575,-0.0621705411081257,0.0858921353182832,-0.624095549294138,-0.98391314493259,0.359817595638453,-0.452292688669547,-0.67706161441831,0.224768925748762
"Nfkbie",-0.713162102111218,-0.959658156493544,0.246496054382327,0.131259117377492,-0.162508563126821,0.293767680504313,-0.489698978882283,-1.03552908543555,0.545830106553271,-0.248825520904366,-0.630821310922564,0.381995790018199
"Rab11fip1",-0.986892727078167,-1.03774832290672,0.0508555958285492,-0.354235420309588,-0.409036876050286,0.0548014557406974,-0.821197255249312,-0.996506642773052,0.17530938752374,-0.94862988061923,-1.06013454178518,0.111504661165949
"Relb",-0.516022347990923,-0.717252406427441,0.201230058436518,0.0358863202637768,-0.080504089275482,0.116390409539259,-0.375549669892413,-0.815710886285601,0.440161216393188,-0.204815824665892,-0.40679269806683,0.201976873400939
"Rhof",-0.834660148263097,-1.01400592547678,0.179345777213679,-0.0262634179542311,-0.539186940934992,0.512923522980761,-0.639266700944348,-0.977887241603585,0.338620540659237,-0.674305891166711,-0.911467658355596,0.237161767188885
"Ripk2",-0.743207698042294,-0.772934047873357,0.0297263498310636,-0.196845527866041,-0.128959113613309,-0.0678864142527321,-0.495915729774573,-0.940905689205273,0.4449899594307,-0.273608508555589,-0.373253179375955,0.0996446708203657
"Trim47",-0.583137444760068,-0.768020562710498,0.184883117950429,-0.00616784449294069,-0.0537987238177097,0.047630879324769,-0.368691014963052,-0.789708464564421,0.421017449601369,-0.24815490719529,-0.421186001141918,0.173031093946628
"Vcam1",-0.491720362921559,-0.632310206294674,0.140589843373115,0.234416457698378,-0.199995563200695,0.434412020899073,-0.653320764588846,-1.18477017270131,0.531449408112468,-0.0140886926134728,-0.431993115911726,0.417904423298253
"Glrx",-0.884542518952148,-0.991886039764508,0.10734352081236,-0.361926349679072,-0.176598342467926,-0.185328007211145,-0.802949315279422,-0.953436970126032,0.150487654846609,-0.645035474325345,-0.607404677547969,-0.0376307967773763
"Slco2a1",-0.544900986902854,-0.754172003123055,0.209271016220201,0.00768418281010546,-0.111342252985061,0.119026435795166,-0.478740823742604,-0.585964716634689,0.107223892892085,-0.318098374841992,-0.456108464630563,0.138010089788572
"Ngef",0.250289254619364,-0.113261817610026,0.363551072229389,-0.0935456069466544,0.135834861061515,-0.229380468008169,-0.176188603422807,-0.218487300722022,0.0422986972992143,0.116520411483783,0.087650637851762,0.0288697736320214
"Rffl",-0.78504865650428,-0.985088430529471,0.200039774025191,-0.41945377742218,-0.300941875834658,-0.118511901587522,-0.628089991443515,-0.986220182003647,0.358130190560132,-0.935106361988931,-0.996288301938115,0.0611819399491844
"Gbp2",-0.810581322823227,-0.980765400568705,0.170184077745478,0.22774959571515,-0.339420858365357,0.567170454080507,-0.471065054107805,-1.12771069262106,0.656645638513258,-0.368084915065789,-0.730566155085808,0.362481240020019
"Il34",-0.811708236561722,-1.10246088443196,0.290752647870237,-0.192934376919084,-0.384247360993493,0.19131298407441,-0.755075881984168,-0.951723316982678,0.19664743499851,-0.301047538748629,-0.477139044415744,0.176091505667116
"Gjb2",-0.0918627917874092,-0.307002781854397,0.215139990066987,0.10768602556114,-0.228277731499777,0.335963757060917,0.345238058846827,0.311272215773697,0.0339658430731293,0.0586771628436438,-0.253134790449367,0.31181195329301
"Slc7a2",-1.00644654296268,-1.0864025416496,0.0799559986869178,-0.171152383492172,-0.333088641071261,0.161936257579089,-0.812662639732627,-1.13372782251808,0.32106518278545,-0.927893416046445,-1.0209969417935,0.0931035257470561
"Sod2",-1.13137226457169,-1.2473029782973,0.115930713725612,-0.665774871997802,-0.839984154147045,0.174209282149242,-1.18794389329798,-1.3401903178679,0.152246424569915,-0.980599496727832,-1.09329840956034,0.112698912832513
"Tnip1",-1.05772788894697,-1.27753191057704,0.219804021630076,-0.190891512105715,-0.408090058010176,0.217198545904461,-0.995962832428692,-1.18016790613843,0.184205073709734,-0.680321134479358,-1.08117355924978,0.400852424770425
