"","I_L_0","I_L_0.5","I_L_1","I_L_2","I_L_4","I_L_8","I_T_0","I_T_0.5","I_T_1","I_T_2","I_T_4","I_T_8","D_L_0","D_L_0.5","D_L_1","D_L_2","D_L_4","D_L_8","D_T_0","D_T_0.5","D_T_1","D_T_2","D_T_4","D_T_8"
"Nr4a3",0.00466872490737587,0.102434557807336,1,0.145833005783775,0.0190794277307932,0.0170983567411744,0.00466872490737587,0.476196584213797,0.934798075487325,0.0503119345641326,0.0125806082294964,0.00228756566122675,0.00742228268854844,0.0322235601861005,1,0.0844057374630876,0.0134282121008131,0.00228125347614824,0.00742228268854844,0.296624769084974,0.504000091867331,0.0435638247556251,0.00799441072404512,0.00163583556451217
"Rel",0.163417987667378,0.613573333913204,0.802550783261302,0.74126761692523,0.396289814087478,0.147216693217496,0.163417987667378,1,0.930333473483728,0.165278337580013,0.126018411477092,0.0182625234271056,0.15959621242672,0.490470991944219,0.80717403790264,0.555017658666833,0.308737644930253,0.192961586264102,0.15959621242672,1,0.734599826752618,0.313138743235719,0.144156381020999,0.13549222268482
"Klf5",0.182506592164471,0.22055810984405,0.335512863069968,1,0.240076689562037,0.232347990025629,0.182506592164471,0.141181559758278,0.295062382165805,0.64136705620253,0.397223354071793,0.0157894696738937,0.16658269092576,0.20414776960585,0.34751222473224,1,0.494468840684139,0.111715322027354,0.16658269092576,0.180545074988155,0.504543398762988,0.602566584384613,0.320313674443426,0.13108671008812
"Gadd45b",0.0765949131429413,0.169107552926499,1,0.368682510427308,0.190478022344423,0.11089314681265,0.0765949131429413,0.564446904386033,0.469349883111791,0.12828331570453,0.169313717756511,0.0199229532522381,0.238281866455627,0.192171165425892,0.608353247790026,1,0.709414528129668,0.232678902391522,0.238281866455627,0.624815685948809,0.684455160508019,0.54268115093363,0.339150035060868,0.156718680538019
"Pim1",0.0843757892198474,0.297497902697381,1,0.471372230710272,0.244929045192322,0.116830329246192,0.0843757892198474,0.555289374029783,0.524790157922291,0.135431693427737,0.140707953905118,0.010342030792375,0.192480560346656,0.428269580745566,0.837503433301133,1,0.677355791947206,0.330489734413657,0.192480560346656,0.587466092668383,0.87942159371538,0.552455728774133,0.227291968676431,0.138290693328769
"Mir155hg",0.0214995126221473,0.311941622501247,0.70449511163698,1,0.324089705870889,0.0332719613965678,0.0214995126221473,0.429224454340992,0.402091944181644,0.164826735983724,0.044372745100911,0.0066661509527083,0.0114061012144307,0.2099120223861,0.329817428730746,1,0.432895929739823,0.0610150783974588,0.0114061012144307,0.153709064900369,0.431604560536304,0.504863578603392,0.0806462322708678,0.0201987234903628
"Zc3h12c",0.168414147135576,1,0.658227623454992,0.662710887692561,0.637256534712025,0.105819209860326,0.168414147135576,0.96180351951895,0.400243303422009,0.242323802505552,0.175781772622463,0.0146677538335833,0.168384762003846,1,0.51075433711556,0.661341097796569,0.517523446623977,0.270459467345439,0.168384762003846,0.581147083800431,0.350524523486731,0.553209079284576,0.186952675091151,0.111790377480271
"Nfatc1",0.133220156043847,0.11629710557029,0.403609014863835,0.546534755204702,0.152587907611598,0.0492318941678467,0.133220156043847,0.673180602642166,1,0.284201961440599,0.187618904349155,0.00659955725353597,0.110173586039129,0.0651861345136703,0.547757005957096,0.460540537866284,0.139599947224528,0.036501454758579,0.110173586039129,0.548611293194159,1,0.338401773623501,0.0776725391859352,0.0418453442959152
"Cxcl10",0.0074221443311812,0.0461785864593788,1,0.536546834466587,0.253528877286872,0.0592686894316842,0.0074221443311812,0.602103264045313,0.664988911916927,0.136935788652591,0.0259851778294061,0.00120830118774401,0.0102683228020889,0.0988119833940614,0.676959872993406,0.746872810625064,1,0.565191990648669,0.0102683228020889,0.549974237934874,0.890447090856709,0.505653768927849,0.234772104650681,0.0179986187225966
"Zc3h12a",0.220789571257239,0.299522502133805,1,0.852033870458931,0.556855238076603,0.401619715139101,0.220789571257239,0.833199502411678,0.727944355625788,0.371911678073999,0.413482654512127,0.0349793381575555,0.18730466767388,0.180706444577602,0.316173949221028,0.704221573674171,1,0.546404719646376,0.18730466767388,0.419007609598794,0.413627529012857,0.510589855198398,0.336942608345738,0.157986120851184
"Rnd1",0.0133767405594097,0.0521626591642387,0.69416347005994,0.557022998297219,0.0698368065284036,0.0342595367943168,0.0133767405594097,1,0.598053592397588,0.115121349924063,0.0434074544321788,0.00196437272874189,0.0252745883430696,0.0584613146101775,0.699270616529007,0.992011354866924,0.423208047105652,0.21473940469558,0.0252745883430696,1,0.646434079216611,0.325811786516536,0.031256088735459,0.103275177129291
"Stx11",0.0339023714980188,0.104476580702951,0.456455640716752,0.80583491554601,0.234711907540782,0.0501926797501215,0.0339023714980188,0.940353318270286,1,0.217084621307458,0.0508783589197618,0.00406298400597598,0.0284360347288143,0.0913132509522065,0.597607777798668,0.854684996079269,0.269079694035747,0.0785636633368822,0.0284360347288143,0.745444027021876,1,0.64180018400015,0.0782731470208459,0.02056627963435
"Bcl3",0.127446581525302,0.19651554242624,0.539969681447852,1,0.48281565098594,0.257981523532203,0.127446581525302,0.945262161859427,0.65990281232502,0.367309668181909,0.150294440101516,0.0115682121596946,0.0947162499908643,0.0951945814719147,0.328722842393346,1,0.510899220678866,0.301617552855431,0.0947162499908643,0.454556556215703,0.425150712560357,0.613539653593686,0.154201972475917,0.0988550126275319
"Cgn",0.239782470895817,0.1604135825456,0.349862610244284,0.59941202182327,0.637638069257318,1,0.239782470895817,0.358481569349714,0.514873013879626,0.2959920027735,0.115623226413493,0.0463337234109066,0.314921010070284,0.211489223165977,0.334566964238795,0.784253895601498,0.918550713565397,0.733628416316699,0.314921010070284,0.332508938970971,0.83290980755866,1,0.716489473308732,0.28160011385839
"Pdgfb",0.206322296540906,0.405866559931502,0.749579418388013,1,0.573733058229145,0.0540730628234025,0.206322296540906,0.409118044184369,0.578773858862591,0.436407428570875,0.623192632144855,0.00413392045578617,0.620569111898378,0.441872107278889,0.133053321447712,0.996337412517598,0.307725136732838,0.209237184226476,0.620569111898378,0.291370503552743,0.270812509929345,1,0.353662189787289,0.0918711388180183
"Gm8773",0.0368752827167356,0.0708542780926193,1,0.29403228620125,0.293271331641802,0.533053974273926,0.0368752827167356,0.914337034436891,0.979919595435038,0.172531503337968,0.169491905984737,0.203761597108514,0.0887232745982151,0.0621106121934486,0.300017854366213,0.395879717074475,0.498765668074004,0.820243413367948,0.0887232745982151,0.706227492628988,1,0.468574333910699,0.699975105891708,0.0705813726272805
"Csf1",0.116226002828075,0.110319702952696,0.367009539577388,0.712926951814155,0.448508821460364,0.293416115569008,0.116226002828075,0.768140555621647,1,0.262923023429179,0.138867540287007,0.0223727159540399,0.11025856568402,0.106492874984194,0.414103559273162,1,0.811893479719148,0.584506071013258,0.11025856568402,0.721818581396421,0.886136122644386,0.80529642417737,0.272262180702645,0.152493497212481
"Plekhh1",0.191241670284379,0.311432515306512,0.448925660944309,1,0.869056176768306,0.552744939904771,0.191241670284379,0.49695754322295,0.840166593829053,0.742037810664776,0.449625238137348,0.0688644104586982,0.139804693601484,0.259199607308664,0.406465738717932,0.813537898486387,0.553365395924784,0.47210418002541,0.139804693601484,0.41493143838246,0.737547423252179,1,0.491168927911653,0.119880621167444
"Rrad",0.180687395593167,0.123800286980686,1,0.390689253828653,0.364110244674201,0.838003967773867,0.180687395593167,0.543064028395038,0.613192188524769,0.130212401588945,0.391686773773955,0.0295688966303659,0.293693968971257,0.174850033982443,0.400969457714266,0.382864019018258,1,0.661523069814672,0.293693968971257,0.454786612319038,0.670498424713584,0.303297864174278,0.410011402140744,0.407182602565258
"Dot1l",0.489229424868415,0.45246836674877,0.978008998045078,0.772372929261325,0.446687050486867,0.511056471299805,0.489229424868415,0.561935254172094,1,0.745128916467122,0.528194743701013,0.0593873061649058,0.606026469304843,0.483301706501185,0.922704464857883,0.597302100121153,0.644794779355691,0.645581164902152,0.606026469304843,0.614905845378224,1,0.633304998859168,0.628596087180889,0.755545239454825
"Ccdc88c",0.0927573773512226,0.244664863272013,0.514293204169395,1,0.719487105119685,0.188328229467454,0.0927573773512226,0.27256693464441,0.499007716600777,0.676263379962623,0.579047642251879,0.0166128627185858,0.24609154660521,0.170860966553619,0.147982213377751,0.973638060025835,0.492769762355733,0.0775201536517786,0.24609154660521,0.183765221122088,0.300496908832626,1,0.360505510390007,0.141625167452572
