"","time","normCnt.frac","sti","geno","gene","type","clust","v1"
"2351",5,0.201068434665506,"tnf","mt","Klf10","Exp.","1",FALSE
"2352",8,0.113153999039975,"tnf","mt","Klf10","Exp.","1",FALSE
"2353",0,0.0657436561827186,"lps","wt","Irf1","Exp.","1",FALSE
"2354",0.5,0.0564040612626044,"lps","wt","Irf1","Exp.","1",FALSE
"2355",1,0.0956801621101037,"lps","wt","Irf1","Exp.","1",FALSE
"2356",2,1,"lps","wt","Irf1","Exp.","1",FALSE
"2357",3,0.353958791735011,"lps","wt","Irf1","Exp.","1",FALSE
"2358",5,0.40023764576848,"lps","wt","Irf1","Exp.","1",FALSE
"2359",8,0.177331995531151,"lps","wt","Irf1","Exp.","1",FALSE
"2360",0,0.0657436561827186,"tnf","wt","Irf1","Exp.","1",FALSE
"2361",0.5,0.171295218609097,"tnf","wt","Irf1","Exp.","1",FALSE
"2362",1,0.58741807685101,"tnf","wt","Irf1","Exp.","1",FALSE
"2363",2,0.279228304964392,"tnf","wt","Irf1","Exp.","1",FALSE
"2364",3,0.0888995144722703,"tnf","wt","Irf1","Exp.","1",FALSE
"2365",5,0.0828261920775741,"tnf","wt","Irf1","Exp.","1",FALSE
"2366",8,0.0668661828784479,"tnf","wt","Irf1","Exp.","1",FALSE
"2367",0,0.109803782321652,"lps","mt","Irf1","Exp.","1",FALSE
"2368",0.5,0.0833727355338951,"lps","mt","Irf1","Exp.","1",FALSE
"2369",1,0.0743231394546037,"lps","mt","Irf1","Exp.","1",FALSE
"2370",2,0.511829674896018,"lps","mt","Irf1","Exp.","1",FALSE
"2371",3,0.541552183008455,"lps","mt","Irf1","Exp.","1",FALSE
"2372",5,0.160583880668817,"lps","mt","Irf1","Exp.","1",FALSE
"2373",8,0.120878403916092,"lps","mt","Irf1","Exp.","1",FALSE
"2374",0,0.109803782321652,"tnf","mt","Irf1","Exp.","1",FALSE
"2375",0.5,0.104855651695351,"tnf","mt","Irf1","Exp.","1",FALSE
"2376",1,0.339887427312899,"tnf","mt","Irf1","Exp.","1",FALSE
"2377",2,1,"tnf","mt","Irf1","Exp.","1",FALSE
"2378",3,0.400729217991171,"tnf","mt","Irf1","Exp.","1",FALSE
"2379",5,0.0658961636639772,"tnf","mt","Irf1","Exp.","1",FALSE
"2380",8,0.106938476734929,"tnf","mt","Irf1","Exp.","1",FALSE
"2381",0,0.129962711733168,"lps","wt","Rel","Exp.","1",FALSE
"2382",0.5,0.143464762835909,"lps","wt","Rel","Exp.","1",FALSE
"2383",1,0.207700262929716,"lps","wt","Rel","Exp.","1",FALSE
"2384",2,1,"lps","wt","Rel","Exp.","1",FALSE
"2385",3,0.481269121530079,"lps","wt","Rel","Exp.","1",FALSE
"2386",5,0.232942849456678,"lps","wt","Rel","Exp.","1",FALSE
"2387",8,0.144131242878206,"lps","wt","Rel","Exp.","1",FALSE
"2388",0,0.129962711733168,"tnf","wt","Rel","Exp.","1",FALSE
"2389",0.5,0.153933216478509,"tnf","wt","Rel","Exp.","1",FALSE
"2390",1,0.298131160367814,"tnf","wt","Rel","Exp.","1",FALSE
"2391",2,0.416875888748316,"tnf","wt","Rel","Exp.","1",FALSE
"2392",3,0.14731419481271,"tnf","wt","Rel","Exp.","1",FALSE
"2393",5,0.130415007785918,"tnf","wt","Rel","Exp.","1",FALSE
"2394",8,0.12588957599833,"tnf","wt","Rel","Exp.","1",FALSE
"2395",0,0.207130268631063,"lps","mt","Rel","Exp.","1",FALSE
"2396",0.5,0.256648393757022,"lps","mt","Rel","Exp.","1",FALSE
"2397",1,0.336169268449681,"lps","mt","Rel","Exp.","1",FALSE
"2398",2,0.830545188883567,"lps","mt","Rel","Exp.","1",FALSE
"2399",3,0.743257000021702,"lps","mt","Rel","Exp.","1",FALSE
"2400",5,0.338682774060717,"lps","mt","Rel","Exp.","1",FALSE
"2401",8,0.224847847107071,"lps","mt","Rel","Exp.","1",FALSE
"2402",0,0.207130268631063,"tnf","mt","Rel","Exp.","1",FALSE
"2403",0.5,0.29475769936051,"tnf","mt","Rel","Exp.","1",FALSE
"2404",1,0.26158276021671,"tnf","mt","Rel","Exp.","1",FALSE
"2405",2,1,"tnf","mt","Rel","Exp.","1",FALSE
"2406",3,0.560670843410561,"tnf","mt","Rel","Exp.","1",FALSE
"2407",5,0.283066714558261,"tnf","mt","Rel","Exp.","1",FALSE
"2408",8,0.185260401718462,"tnf","mt","Rel","Exp.","1",FALSE
"2409",0,0.0910771959467835,"lps","wt","Gadd45b","Exp.","1",FALSE
"2410",0.5,0.0881172304572783,"lps","wt","Gadd45b","Exp.","1",FALSE
"2411",1,0.14304176992879,"lps","wt","Gadd45b","Exp.","1",FALSE
"2412",2,1,"lps","wt","Gadd45b","Exp.","1",FALSE
"2413",3,0.505062944730807,"lps","wt","Gadd45b","Exp.","1",FALSE
"2414",5,0.322625328960458,"lps","wt","Gadd45b","Exp.","1",FALSE
"2415",8,0.162215999486638,"lps","wt","Gadd45b","Exp.","1",FALSE
"2416",0,0.0910771959467835,"tnf","wt","Gadd45b","Exp.","1",FALSE
"2417",0.5,0.243853032883392,"tnf","wt","Gadd45b","Exp.","1",FALSE
"2418",1,0.593945887863962,"tnf","wt","Gadd45b","Exp.","1",FALSE
"2419",2,0.364828303780116,"tnf","wt","Gadd45b","Exp.","1",FALSE
"2420",3,0.207852907742176,"tnf","wt","Gadd45b","Exp.","1",FALSE
"2421",5,0.158823439481841,"tnf","wt","Gadd45b","Exp.","1",FALSE
"2422",8,0.133949017808183,"tnf","wt","Gadd45b","Exp.","1",FALSE
"2423",0,0.235102109598674,"lps","mt","Gadd45b","Exp.","1",FALSE
"2424",0.5,0.131987507023073,"lps","mt","Gadd45b","Exp.","1",FALSE
"2425",1,0.150694526493073,"lps","mt","Gadd45b","Exp.","1",FALSE
"2426",2,0.900004450883853,"lps","mt","Gadd45b","Exp.","1",FALSE
"2427",3,0.855551988381921,"lps","mt","Gadd45b","Exp.","1",FALSE
"2428",5,0.370176780663889,"lps","mt","Gadd45b","Exp.","1",FALSE
"2429",8,0.259848831492477,"lps","mt","Gadd45b","Exp.","1",FALSE
"2430",0,0.235102109598674,"tnf","mt","Gadd45b","Exp.","1",FALSE
"2431",0.5,0.185935979048505,"tnf","mt","Gadd45b","Exp.","1",FALSE
"2432",1,0.515035755310916,"tnf","mt","Gadd45b","Exp.","1",FALSE
"2433",2,1,"tnf","mt","Gadd45b","Exp.","1",FALSE
"2434",3,0.56458994721169,"tnf","mt","Gadd45b","Exp.","1",FALSE
"2435",5,0.204646248175942,"tnf","mt","Gadd45b","Exp.","1",FALSE
"2436",8,0.306469700521094,"tnf","mt","Gadd45b","Exp.","1",FALSE
"2437",0,0.0612647666092232,"lps","wt","Pim1","Exp.","1",FALSE
"2438",0.5,0.118208277595882,"lps","wt","Pim1","Exp.","1",FALSE
"2439",1,0.405844168316585,"lps","wt","Pim1","Exp.","1",FALSE
"2440",2,1,"lps","wt","Pim1","Exp.","1",FALSE
"2441",3,0.594618328484037,"lps","wt","Pim1","Exp.","1",FALSE
"2442",5,0.282838006503551,"lps","wt","Pim1","Exp.","1",FALSE
"2443",8,0.126139099638289,"lps","wt","Pim1","Exp.","1",FALSE
"2444",0,0.0612647666092232,"tnf","wt","Pim1","Exp.","1",FALSE
"2445",0.5,0.188969465594466,"tnf","wt","Pim1","Exp.","1",FALSE
"2446",1,0.604651109812819,"tnf","wt","Pim1","Exp.","1",FALSE
"2447",2,0.341569787938141,"tnf","wt","Pim1","Exp.","1",FALSE
"2448",3,0.119107300847697,"tnf","wt","Pim1","Exp.","1",FALSE
"2449",5,0.0817535049539492,"tnf","wt","Pim1","Exp.","1",FALSE
"2450",8,0.0760019840252523,"tnf","wt","Pim1","Exp.","1",FALSE
"2451",0,0.0980724445667909,"lps","mt","Pim1","Exp.","1",FALSE
"2452",0.5,0.181440795234434,"lps","mt","Pim1","Exp.","1",FALSE
"2453",1,0.415540897624014,"lps","mt","Pim1","Exp.","1",FALSE
"2454",2,0.893194308840546,"lps","mt","Pim1","Exp.","1",FALSE
"2455",3,0.799625217965285,"lps","mt","Pim1","Exp.","1",FALSE
"2456",5,0.364029282364632,"lps","mt","Pim1","Exp.","1",FALSE
"2457",8,0.108742080598976,"lps","mt","Pim1","Exp.","1",FALSE
"2458",0,0.0980724445667909,"tnf","mt","Pim1","Exp.","1",FALSE
"2459",0.5,0.212578828370085,"tnf","mt","Pim1","Exp.","1",FALSE
"2460",1,0.527396201580476,"tnf","mt","Pim1","Exp.","1",FALSE
"2461",2,1,"tnf","mt","Pim1","Exp.","1",FALSE
"2462",3,0.560513697488605,"tnf","mt","Pim1","Exp.","1",FALSE
"2463",5,0.171581305050334,"tnf","mt","Pim1","Exp.","1",FALSE
"2464",8,0.102957848418363,"tnf","mt","Pim1","Exp.","1",FALSE
"2465",0,0.0483644532550114,"lps","wt","Mir155hg","Exp.","1",FALSE
"2466",0.5,0.0506978717949108,"lps","wt","Mir155hg","Exp.","1",FALSE
"2467",1,0.253032977555833,"lps","wt","Mir155hg","Exp.","1",FALSE
"2468",2,1,"lps","wt","Mir155hg","Exp.","1",FALSE
"2469",3,0.624708335576154,"lps","wt","Mir155hg","Exp.","1",FALSE
"2470",5,0.401748738559174,"lps","wt","Mir155hg","Exp.","1",FALSE
"2471",8,0.103516699992055,"lps","wt","Mir155hg","Exp.","1",FALSE
"2472",0,0.0483644532550114,"tnf","wt","Mir155hg","Exp.","1",FALSE
"2473",0.5,0.0727337071635887,"tnf","wt","Mir155hg","Exp.","1",FALSE
"2474",1,0.399361352040924,"tnf","wt","Mir155hg","Exp.","1",FALSE
"2475",2,0.214027172854482,"tnf","wt","Mir155hg","Exp.","1",FALSE
"2476",3,0.101366214553295,"tnf","wt","Mir155hg","Exp.","1",FALSE
"2477",5,0.0849845821733035,"tnf","wt","Mir155hg","Exp.","1",FALSE
"2478",8,0.0581873217940719,"tnf","wt","Mir155hg","Exp.","1",FALSE
"2479",0,0.179475485352099,"lps","mt","Mir155hg","Exp.","1",FALSE
"2480",0.5,0.136936871365167,"lps","mt","Mir155hg","Exp.","1",FALSE
"2481",1,0.545893254099735,"lps","mt","Mir155hg","Exp.","1",FALSE
"2482",2,0.95494640410389,"lps","mt","Mir155hg","Exp.","1",FALSE
"2483",3,0.629940049597374,"lps","mt","Mir155hg","Exp.","1",FALSE
"2484",5,0.390429145364415,"lps","mt","Mir155hg","Exp.","1",FALSE
"2485",8,0.158963633271938,"lps","mt","Mir155hg","Exp.","1",FALSE
"2486",0,0.179475485352099,"tnf","mt","Mir155hg","Exp.","1",FALSE
"2487",0.5,0.1781350951638,"tnf","mt","Mir155hg","Exp.","1",FALSE
"2488",1,0.412178431559909,"tnf","mt","Mir155hg","Exp.","1",FALSE
"2489",2,1,"tnf","mt","Mir155hg","Exp.","1",FALSE
"2490",3,0.514088072815893,"tnf","mt","Mir155hg","Exp.","1",FALSE
"2491",5,0.208847749071849,"tnf","mt","Mir155hg","Exp.","1",FALSE
"2492",8,0.205342172173205,"tnf","mt","Mir155hg","Exp.","1",FALSE
"2493",0,0.270897667103357,"lps","wt","Zc3h12c","Exp.","2",FALSE
"2494",0.5,0.228299472355877,"lps","wt","Zc3h12c","Exp.","2",FALSE
"2495",1,0.296961800824247,"lps","wt","Zc3h12c","Exp.","2",FALSE
"2496",2,1,"lps","wt","Zc3h12c","Exp.","2",FALSE
"2497",3,0.625308413427174,"lps","wt","Zc3h12c","Exp.","2",FALSE
"2498",5,0.482996761438946,"lps","wt","Zc3h12c","Exp.","2",FALSE
"2499",8,0.318962025331171,"lps","wt","Zc3h12c","Exp.","2",FALSE
"2500",0,0.270897667103357,"tnf","wt","Zc3h12c","Exp.","2",FALSE
"2501",0.5,0.225163358542354,"tnf","wt","Zc3h12c","Exp.","2",FALSE
"2502",1,0.302133696403997,"tnf","wt","Zc3h12c","Exp.","2",FALSE
"2503",2,0.323976201454166,"tnf","wt","Zc3h12c","Exp.","2",FALSE
"2504",3,0.367559916568855,"tnf","wt","Zc3h12c","Exp.","2",FALSE
"2505",5,0.263368224828199,"tnf","wt","Zc3h12c","Exp.","2",FALSE
"2506",8,0.194272402617377,"tnf","wt","Zc3h12c","Exp.","2",FALSE
"2507",0,0.261443556224301,"lps","mt","Zc3h12c","Exp.","2",FALSE
"2508",0.5,0.317410269350586,"lps","mt","Zc3h12c","Exp.","2",FALSE
"2509",1,0.309080451927368,"lps","mt","Zc3h12c","Exp.","2",FALSE
"2510",2,0.536428892779793,"lps","mt","Zc3h12c","Exp.","2",FALSE
"2511",3,0.850817841887622,"lps","mt","Zc3h12c","Exp.","2",FALSE
"2512",5,0.607419401453618,"lps","mt","Zc3h12c","Exp.","2",FALSE
"2513",8,0.40100990833339,"lps","mt","Zc3h12c","Exp.","2",FALSE
"2514",0,0.261443556224301,"tnf","mt","Zc3h12c","Exp.","2",FALSE
"2515",0.5,0.348902538791288,"tnf","mt","Zc3h12c","Exp.","2",FALSE
"2516",1,0.269044334281201,"tnf","mt","Zc3h12c","Exp.","2",FALSE
"2517",2,0.72112715052481,"tnf","mt","Zc3h12c","Exp.","2",FALSE
"2518",3,1,"tnf","mt","Zc3h12c","Exp.","2",FALSE
"2519",5,0.442507220684033,"tnf","mt","Zc3h12c","Exp.","2",FALSE
"2520",8,0.268714075493453,"tnf","mt","Zc3h12c","Exp.","2",FALSE
"2521",0,0.00271134796160802,"lps","wt","Cxcl10","Exp.","1",FALSE
"2522",0.5,0.00338872683578408,"lps","wt","Cxcl10","Exp.","1",FALSE
"2523",1,0.103734552972619,"lps","wt","Cxcl10","Exp.","1",FALSE
"2524",2,1,"lps","wt","Cxcl10","Exp.","1",FALSE
"2525",3,0.735446700372517,"lps","wt","Cxcl10","Exp.","1",FALSE
"2526",5,0.559608985491785,"lps","wt","Cxcl10","Exp.","1",FALSE
"2527",8,0.0397719180604221,"lps","wt","Cxcl10","Exp.","1",FALSE
"2528",0,0.00271134796160802,"tnf","wt","Cxcl10","Exp.","1",FALSE
"2529",0.5,0.0194868162135842,"tnf","wt","Cxcl10","Exp.","1",FALSE
"2530",1,0.135306864294095,"tnf","wt","Cxcl10","Exp.","1",FALSE
"2531",2,0.276446585347829,"tnf","wt","Cxcl10","Exp.","1",FALSE
"2532",3,0.0967603909620839,"tnf","wt","Cxcl10","Exp.","1",FALSE
"2533",5,0.0170028284595285,"tnf","wt","Cxcl10","Exp.","1",FALSE
"2534",8,0.00310015004858983,"tnf","wt","Cxcl10","Exp.","1",FALSE
"2535",0,0.00978718467329378,"lps","mt","Cxcl10","Exp.","1",FALSE
"2536",0.5,0.0160457452878443,"lps","mt","Cxcl10","Exp.","1",FALSE
"2537",1,0.111422581985358,"lps","mt","Cxcl10","Exp.","1",FALSE
"2538",2,0.58482668017509,"lps","mt","Cxcl10","Exp.","1",FALSE
"2539",3,0.578922611786685,"lps","mt","Cxcl10","Exp.","1",FALSE
"2540",5,0.571665230549974,"lps","mt","Cxcl10","Exp.","1",FALSE
"2541",8,0.0530889838489407,"lps","mt","Cxcl10","Exp.","1",FALSE
"2542",0,0.00978718467329378,"tnf","mt","Cxcl10","Exp.","1",FALSE
"2543",0.5,0.029234435827065,"tnf","mt","Cxcl10","Exp.","1",FALSE
"2544",1,0.206734370157389,"tnf","mt","Cxcl10","Exp.","1",FALSE
"2545",2,1,"tnf","mt","Cxcl10","Exp.","1",FALSE
"2546",3,0.852535522226755,"tnf","mt","Cxcl10","Exp.","1",FALSE
"2547",5,0.381285509738638,"tnf","mt","Cxcl10","Exp.","1",FALSE
"2548",8,0.0329677895520392,"tnf","mt","Cxcl10","Exp.","1",FALSE
"2549",0,0.0585653892692159,"lps","wt","Bcl3","Exp.","7",TRUE
"2550",0.5,0.0551175679878639,"lps","wt","Bcl3","Exp.","7",TRUE
"2551",1,0.0583579427977662,"lps","wt","Bcl3","Exp.","7",TRUE
"2552",2,0.730415312824267,"lps","wt","Bcl3","Exp.","7",TRUE
"2553",3,1,"lps","wt","Bcl3","Exp.","7",TRUE
"2554",5,0.528303357362422,"lps","wt","Bcl3","Exp.","7",TRUE
"2555",8,0.348948038032557,"lps","wt","Bcl3","Exp.","7",TRUE
"2556",0,0.0585653892692159,"tnf","wt","Bcl3","Exp.","7",TRUE
"2557",0.5,0.0659717624749438,"tnf","wt","Bcl3","Exp.","7",TRUE
"2558",1,0.14542721281638,"tnf","wt","Bcl3","Exp.","7",TRUE
"2559",2,0.553856220047304,"tnf","wt","Bcl3","Exp.","7",TRUE
"2560",3,0.260843340854796,"tnf","wt","Bcl3","Exp.","7",TRUE
"2561",5,0.197714329395913,"tnf","wt","Bcl3","Exp.","7",TRUE
"2562",8,0.13468496027462,"tnf","wt","Bcl3","Exp.","7",TRUE
"2563",0,0.0631211060837245,"lps","mt","Bcl3","Exp.","7",TRUE
"2564",0.5,0.0829112132200664,"lps","mt","Bcl3","Exp.","7",TRUE
"2565",1,0.0640003062189495,"lps","mt","Bcl3","Exp.","7",TRUE
"2566",2,0.551006813390503,"lps","mt","Bcl3","Exp.","7",TRUE
"2567",3,1,"lps","mt","Bcl3","Exp.","7",TRUE
"2568",5,0.500045051089837,"lps","mt","Bcl3","Exp.","7",TRUE
"2569",8,0.104537343755165,"lps","mt","Bcl3","Exp.","7",TRUE
"2570",0,0.0631211060837245,"tnf","mt","Bcl3","Exp.","7",TRUE
"2571",0.5,0.0719656380074008,"tnf","mt","Bcl3","Exp.","7",TRUE
"2572",1,0.12376197921411,"tnf","mt","Bcl3","Exp.","7",TRUE
"2573",2,0.626375357311964,"tnf","mt","Bcl3","Exp.","7",TRUE
"2574",3,0.660293167265672,"tnf","mt","Bcl3","Exp.","7",TRUE
"2575",5,0.167089990498988,"tnf","mt","Bcl3","Exp.","7",TRUE
"2576",8,0.0404980911551278,"tnf","mt","Bcl3","Exp.","7",TRUE
"2577",0,0.214449756770586,"lps","wt","Cgn","Exp.","2",FALSE
"2578",0.5,0.235465048817666,"lps","wt","Cgn","Exp.","2",FALSE
"2579",1,0.152826645361399,"lps","wt","Cgn","Exp.","2",FALSE
"2580",2,0.233620493807832,"lps","wt","Cgn","Exp.","2",FALSE
"2581",3,1,"lps","wt","Cgn","Exp.","2",FALSE
"2582",5,0.523946034504446,"lps","wt","Cgn","Exp.","2",FALSE
"2583",8,0.394641745773517,"lps","wt","Cgn","Exp.","2",FALSE
"2584",0,0.214449756770586,"tnf","wt","Cgn","Exp.","2",FALSE
"2585",0.5,0.135154947972631,"tnf","wt","Cgn","Exp.","2",FALSE
"2586",1,0.227778590519373,"tnf","wt","Cgn","Exp.","2",FALSE
"2587",2,0.266027876458349,"tnf","wt","Cgn","Exp.","2",FALSE
"2588",3,0.225812008687644,"tnf","wt","Cgn","Exp.","2",FALSE
"2589",5,0.172433623605059,"tnf","wt","Cgn","Exp.","2",FALSE
"2590",8,0.226675122758196,"tnf","wt","Cgn","Exp.","2",FALSE
"2591",0,0.229574830513194,"lps","mt","Cgn","Exp.","2",FALSE
"2592",0.5,0.186095645567981,"lps","mt","Cgn","Exp.","2",FALSE
"2593",1,0.21430770673255,"lps","mt","Cgn","Exp.","2",FALSE
"2594",2,0.475917958672806,"lps","mt","Cgn","Exp.","2",FALSE
"2595",3,0.708379411669866,"lps","mt","Cgn","Exp.","2",FALSE
"2596",5,0.486326558505476,"lps","mt","Cgn","Exp.","2",FALSE
"2597",8,0.256118167454655,"lps","mt","Cgn","Exp.","2",FALSE
"2598",0,0.229574830513194,"tnf","mt","Cgn","Exp.","2",FALSE
"2599",0.5,0.257307348424629,"tnf","mt","Cgn","Exp.","2",FALSE
"2600",1,0.146993932355974,"tnf","mt","Cgn","Exp.","2",FALSE
"2601",2,0.524454914800744,"tnf","mt","Cgn","Exp.","2",FALSE
"2602",3,1,"tnf","mt","Cgn","Exp.","2",FALSE
"2603",5,0.581171396666441,"tnf","mt","Cgn","Exp.","2",FALSE
"2604",8,0.167898947488971,"tnf","mt","Cgn","Exp.","2",FALSE
"2605",0,0.0523934409134721,"lps","wt","Pdgfb","Exp.","2",FALSE
"2606",0.5,0.054587235433963,"lps","wt","Pdgfb","Exp.","2",FALSE
"2607",1,0.0632998369293892,"lps","wt","Pdgfb","Exp.","2",FALSE
"2608",2,0.468430899751424,"lps","wt","Pdgfb","Exp.","2",FALSE
"2609",3,1,"lps","wt","Pdgfb","Exp.","2",FALSE
"2610",5,0.555410530785752,"lps","wt","Pdgfb","Exp.","2",FALSE
"2611",8,0.120556648628776,"lps","wt","Pdgfb","Exp.","2",FALSE
"2612",0,0.0523934409134721,"tnf","wt","Pdgfb","Exp.","2",FALSE
"2613",0.5,0.0533584107799683,"tnf","wt","Pdgfb","Exp.","2",FALSE
"2614",1,0.0609500291975803,"tnf","wt","Pdgfb","Exp.","2",FALSE
"2615",2,0.254386418233217,"tnf","wt","Pdgfb","Exp.","2",FALSE
"2616",3,0.247649601860876,"tnf","wt","Pdgfb","Exp.","2",FALSE
"2617",5,0.176157188479784,"tnf","wt","Pdgfb","Exp.","2",FALSE
"2618",8,0.0737724800580018,"tnf","wt","Pdgfb","Exp.","2",FALSE
"2619",0,0.0238114671822792,"lps","mt","Pdgfb","Exp.","2",FALSE
"2620",0.5,0.0270412368816718,"lps","mt","Pdgfb","Exp.","2",FALSE
"2621",1,0.0279237870755065,"lps","mt","Pdgfb","Exp.","2",FALSE
"2622",2,0.301343492899025,"lps","mt","Pdgfb","Exp.","2",FALSE
"2623",3,0.855314334958007,"lps","mt","Pdgfb","Exp.","2",FALSE
"2624",5,0.645379429832093,"lps","mt","Pdgfb","Exp.","2",FALSE
"2625",8,0.0616771887515362,"lps","mt","Pdgfb","Exp.","2",FALSE
"2626",0,0.0238114671822792,"tnf","mt","Pdgfb","Exp.","2",FALSE
"2627",0.5,0.0257209490792153,"tnf","mt","Pdgfb","Exp.","2",FALSE
"2628",1,0.0321655535631122,"tnf","mt","Pdgfb","Exp.","2",FALSE
"2629",2,0.583392925067821,"tnf","mt","Pdgfb","Exp.","2",FALSE
"2630",3,1,"tnf","mt","Pdgfb","Exp.","2",FALSE
"2631",5,0.304553627152384,"tnf","mt","Pdgfb","Exp.","2",FALSE
"2632",8,0.0268108230215997,"tnf","mt","Pdgfb","Exp.","2",FALSE
"2633",0,0.219177096087295,"lps","wt","Sik1","Exp.","2",FALSE
"2634",0.5,0.275929723404735,"lps","wt","Sik1","Exp.","2",FALSE
"2635",1,0.291122648789899,"lps","wt","Sik1","Exp.","2",FALSE
"2636",2,1,"lps","wt","Sik1","Exp.","2",FALSE
"2637",3,0.907588645350843,"lps","wt","Sik1","Exp.","2",FALSE
"2638",5,0.682969889663147,"lps","wt","Sik1","Exp.","2",FALSE
"2639",8,0.479587053304652,"lps","wt","Sik1","Exp.","2",FALSE
"2640",0,0.219177096087295,"tnf","wt","Sik1","Exp.","2",FALSE
"2641",0.5,0.339539365193226,"tnf","wt","Sik1","Exp.","2",FALSE
"2642",1,0.547491700484269,"tnf","wt","Sik1","Exp.","2",FALSE
"2643",2,0.62544379836213,"tnf","wt","Sik1","Exp.","2",FALSE
"2644",3,0.371006699115805,"tnf","wt","Sik1","Exp.","2",FALSE
"2645",5,0.363816651505233,"tnf","wt","Sik1","Exp.","2",FALSE
"2646",8,0.281909049968588,"tnf","wt","Sik1","Exp.","2",FALSE
"2647",0,0.179970557920988,"lps","mt","Sik1","Exp.","2",FALSE
"2648",0.5,0.220125393169067,"lps","mt","Sik1","Exp.","2",FALSE
"2649",1,0.205427111606288,"lps","mt","Sik1","Exp.","2",FALSE
"2650",2,0.487535282737734,"lps","mt","Sik1","Exp.","2",FALSE
"2651",3,0.853491288399082,"lps","mt","Sik1","Exp.","2",FALSE
"2652",5,0.559006555992942,"lps","mt","Sik1","Exp.","2",FALSE
"2653",8,0.202794791751754,"lps","mt","Sik1","Exp.","2",FALSE
"2654",0,0.179970557920988,"tnf","mt","Sik1","Exp.","2",FALSE
"2655",0.5,0.237438830622831,"tnf","mt","Sik1","Exp.","2",FALSE
"2656",1,0.257454987418048,"tnf","mt","Sik1","Exp.","2",FALSE
"2657",2,0.803293368557429,"tnf","mt","Sik1","Exp.","2",FALSE
"2658",3,1,"tnf","mt","Sik1","Exp.","2",FALSE
"2659",5,0.395680800139019,"tnf","mt","Sik1","Exp.","2",FALSE
"2660",8,0.164729901150373,"tnf","mt","Sik1","Exp.","2",FALSE
"2661",0,0.0607907870132811,"lps","wt","Kcnk10","Exp.","7",FALSE
"2662",0.5,0.0355258987121836,"lps","wt","Kcnk10","Exp.","7",FALSE
"2663",1,0.0321776132185647,"lps","wt","Kcnk10","Exp.","7",FALSE
"2664",2,0.119051711766322,"lps","wt","Kcnk10","Exp.","7",FALSE
"2665",3,1,"lps","wt","Kcnk10","Exp.","7",FALSE
"2666",5,0.660586406694485,"lps","wt","Kcnk10","Exp.","7",FALSE
"2667",8,0.12252855168861,"lps","wt","Kcnk10","Exp.","7",FALSE
"2668",0,0.0607907870132811,"tnf","wt","Kcnk10","Exp.","7",FALSE
"2669",0.5,0.0617279088160891,"tnf","wt","Kcnk10","Exp.","7",FALSE
"2670",1,0.0392599057532582,"tnf","wt","Kcnk10","Exp.","7",FALSE
"2671",2,0.417057502831364,"tnf","wt","Kcnk10","Exp.","7",FALSE
"2672",3,0.562763705752811,"tnf","wt","Kcnk10","Exp.","7",FALSE
"2673",5,0.149118072691669,"tnf","wt","Kcnk10","Exp.","7",FALSE
"2674",8,0.0567261379256209,"tnf","wt","Kcnk10","Exp.","7",FALSE
"2675",0,0.054160823621588,"lps","mt","Kcnk10","Exp.","7",FALSE
"2676",0.5,0.0592810419549806,"lps","mt","Kcnk10","Exp.","7",FALSE
"2677",1,0.0450286343073313,"lps","mt","Kcnk10","Exp.","7",FALSE
"2678",2,0.0634335125698899,"lps","mt","Kcnk10","Exp.","7",FALSE
"2679",3,0.657986103859499,"lps","mt","Kcnk10","Exp.","7",FALSE
"2680",5,1,"lps","mt","Kcnk10","Exp.","7",FALSE
"2681",8,0.30340349294506,"lps","mt","Kcnk10","Exp.","7",FALSE
"2682",0,0.054160823621588,"tnf","mt","Kcnk10","Exp.","7",FALSE
"2683",0.5,0.0372897307453771,"tnf","mt","Kcnk10","Exp.","7",FALSE
"2684",1,0.0274383067224686,"tnf","mt","Kcnk10","Exp.","7",FALSE
"2685",2,0.181898234196564,"tnf","mt","Kcnk10","Exp.","7",FALSE
"2686",3,0.669835751281824,"tnf","mt","Kcnk10","Exp.","7",FALSE
"2687",5,0.844874489032903,"tnf","mt","Kcnk10","Exp.","7",FALSE
"2688",8,0.122851974039058,"tnf","mt","Kcnk10","Exp.","7",FALSE
"2689",0,0.0345382322041661,"lps","wt","Ccl1","Exp.","4",FALSE
"2690",0.5,0.0403284807873054,"lps","wt","Ccl1","Exp.","4",FALSE
"2691",1,0.0345382322041661,"lps","wt","Ccl1","Exp.","4",FALSE
"2692",2,0.686028551263672,"lps","wt","Ccl1","Exp.","4",FALSE
"2693",3,0.789208439217442,"lps","wt","Ccl1","Exp.","4",FALSE
"2694",5,1,"lps","wt","Ccl1","Exp.","4",FALSE
"2695",8,0.117554839559395,"lps","wt","Ccl1","Exp.","4",FALSE
"2696",0,0.0345382322041661,"tnf","wt","Ccl1","Exp.","4",FALSE
"2697",0.5,0.0345382322041661,"tnf","wt","Ccl1","Exp.","4",FALSE
"2698",1,0.050966113009908,"tnf","wt","Ccl1","Exp.","4",FALSE
"2699",2,0.2404558631122,"tnf","wt","Ccl1","Exp.","4",FALSE
"2700",3,0.261151313007842,"tnf","wt","Ccl1","Exp.","4",FALSE
"2701",5,0.135747213236465,"tnf","wt","Ccl1","Exp.","4",FALSE
"2702",8,0.0540892599697601,"tnf","wt","Ccl1","Exp.","4",FALSE
