"","time","normCnt.frac","sti","geno","gene","type","clust","v1"
"358",0,0.0564869871213475,"tnf","mt","Pdgfb","Sim.","2",FALSE
"359",0.5,0.0564869871213475,"tnf","mt","Pdgfb","Sim.","2",FALSE
"360",1,0.0564869871213475,"tnf","mt","Pdgfb","Sim.","2",FALSE
"361",2,0.675906584868719,"tnf","mt","Pdgfb","Sim.","2",FALSE
"362",3,0.514155908896327,"tnf","mt","Pdgfb","Sim.","2",FALSE
"363",5,0.169515932536937,"tnf","mt","Pdgfb","Sim.","2",FALSE
"364",8,0.0679901018147767,"tnf","mt","Pdgfb","Sim.","2",FALSE
"365",0,0.233918457184526,"lps","wt","Sik1","Sim.","2",FALSE
"366",0.5,0.233918457184526,"lps","wt","Sik1","Sim.","2",FALSE
"367",1,0.239601046607218,"lps","wt","Sik1","Sim.","2",FALSE
"368",2,0.799823342433133,"lps","wt","Sik1","Sim.","2",FALSE
"369",3,1,"lps","wt","Sik1","Sim.","2",FALSE
"370",5,0.977646861431073,"lps","wt","Sik1","Sim.","2",FALSE
"371",8,0.565526882699298,"lps","wt","Sik1","Sim.","2",FALSE
"372",0,0.233918457184526,"tnf","wt","Sik1","Sim.","2",FALSE
"373",0.5,0.233918457184526,"tnf","wt","Sik1","Sim.","2",FALSE
"374",1,0.354633436628072,"tnf","wt","Sik1","Sim.","2",FALSE
"375",2,0.695085405214253,"tnf","wt","Sik1","Sim.","2",FALSE
"376",3,0.329421148546196,"tnf","wt","Sik1","Sim.","2",FALSE
"377",5,0.237944124566821,"tnf","wt","Sik1","Sim.","2",FALSE
"378",8,0.233953388688755,"tnf","wt","Sik1","Sim.","2",FALSE
"379",0,0.261983008481625,"lps","mt","Sik1","Sim.","2",FALSE
"380",0.5,0.261983008481625,"lps","mt","Sik1","Sim.","2",FALSE
"381",1,0.26206816588096,"lps","mt","Sik1","Sim.","2",FALSE
"382",2,0.836575964826248,"lps","mt","Sik1","Sim.","2",FALSE
"383",3,1,"lps","mt","Sik1","Sim.","2",FALSE
"384",5,0.90833212915317,"lps","mt","Sik1","Sim.","2",FALSE
"385",8,0.362320031500347,"lps","mt","Sik1","Sim.","2",FALSE
"386",0,0.261983008481625,"tnf","mt","Sik1","Sim.","2",FALSE
"387",0.5,0.261983008481625,"tnf","mt","Sik1","Sim.","2",FALSE
"388",1,0.362944940402619,"tnf","mt","Sik1","Sim.","2",FALSE
"389",2,0.89959551310781,"tnf","mt","Sik1","Sim.","2",FALSE
"390",3,0.647374706035812,"tnf","mt","Sik1","Sim.","2",FALSE
"391",5,0.28546563043748,"tnf","mt","Sik1","Sim.","2",FALSE
"392",8,0.262187205023711,"tnf","mt","Sik1","Sim.","2",FALSE
"393",0,0.0584041336264144,"lps","wt","Kcnk10","Sim.","7",FALSE
"394",0.5,0.0584041336264144,"lps","wt","Kcnk10","Sim.","7",FALSE
"395",1,0.0584041336264144,"lps","wt","Kcnk10","Sim.","7",FALSE
"396",2,0.104804570225609,"lps","wt","Kcnk10","Sim.","7",FALSE
"397",3,0.726893165490473,"lps","wt","Kcnk10","Sim.","7",FALSE
"398",5,1,"lps","wt","Kcnk10","Sim.","7",FALSE
"399",8,0.446556798192358,"lps","wt","Kcnk10","Sim.","7",FALSE
"400",0,0.0584041336264144,"tnf","wt","Kcnk10","Sim.","7",FALSE
"401",0.5,0.0584041336264144,"tnf","wt","Kcnk10","Sim.","7",FALSE
"402",1,0.0584041336264144,"tnf","wt","Kcnk10","Sim.","7",FALSE
"403",2,0.293861634408465,"tnf","wt","Kcnk10","Sim.","7",FALSE
"404",3,0.45853723372041,"tnf","wt","Kcnk10","Sim.","7",FALSE
"405",5,0.102467619736395,"tnf","wt","Kcnk10","Sim.","7",FALSE
"406",8,0.0599932705031913,"tnf","wt","Kcnk10","Sim.","7",FALSE
"407",0,0.0855830925997507,"lps","mt","Kcnk10","Sim.","7",FALSE
"408",0.5,0.0855830925997507,"lps","mt","Kcnk10","Sim.","7",FALSE
"409",1,0.0855830925997507,"lps","mt","Kcnk10","Sim.","7",FALSE
"410",2,0.101037311564074,"lps","mt","Kcnk10","Sim.","7",FALSE
"411",3,1,"lps","mt","Kcnk10","Sim.","7",FALSE
"412",5,0.860908878985265,"lps","mt","Kcnk10","Sim.","7",FALSE
"413",8,0.426868289418774,"lps","mt","Kcnk10","Sim.","7",FALSE
"414",0,0.0855830925997507,"tnf","mt","Kcnk10","Sim.","7",FALSE
"415",0.5,0.0855830925997507,"tnf","mt","Kcnk10","Sim.","7",FALSE
"416",1,0.0855830925997507,"tnf","mt","Kcnk10","Sim.","7",FALSE
"417",2,0.346795422147059,"tnf","mt","Kcnk10","Sim.","7",FALSE
"418",3,0.756896917859722,"tnf","mt","Kcnk10","Sim.","7",FALSE
"419",5,0.300402210477564,"tnf","mt","Kcnk10","Sim.","7",FALSE
"420",8,0.0942854805087293,"tnf","mt","Kcnk10","Sim.","7",FALSE
"421",0,6.29839388307636e-06,"lps","wt","Ccl1","Sim.","4",FALSE
"422",0.5,6.29839388307636e-06,"lps","wt","Ccl1","Sim.","4",FALSE
"423",1,3.55124804784508e-05,"lps","wt","Ccl1","Sim.","4",FALSE
"424",2,0.308367832504923,"lps","wt","Ccl1","Sim.","4",FALSE
"425",3,0.73637020461242,"lps","wt","Ccl1","Sim.","4",FALSE
"426",5,1,"lps","wt","Ccl1","Sim.","4",FALSE
"427",8,0.570273713341348,"lps","wt","Ccl1","Sim.","4",FALSE
"428",0,6.29839388307636e-06,"tnf","wt","Ccl1","Sim.","4",FALSE
"429",0.5,6.29839388307636e-06,"tnf","wt","Ccl1","Sim.","4",FALSE
"430",1,0.000911211072806699,"tnf","wt","Ccl1","Sim.","4",FALSE
"431",2,0.419299284254045,"tnf","wt","Ccl1","Sim.","4",FALSE
"432",3,0.259576678389906,"tnf","wt","Ccl1","Sim.","4",FALSE
"433",5,0.0886670992011789,"tnf","wt","Ccl1","Sim.","4",FALSE
"434",8,0.0177210551898849,"tnf","wt","Ccl1","Sim.","4",FALSE
"435",0,9.4882621090546e-06,"lps","mt","Ccl1","Sim.","4",FALSE
"436",0.5,9.4882621090546e-06,"lps","mt","Ccl1","Sim.","4",FALSE
"437",1,1.04615430332904e-05,"lps","mt","Ccl1","Sim.","4",FALSE
"438",2,0.388185011157421,"lps","mt","Ccl1","Sim.","4",FALSE
"439",3,0.877464843269553,"lps","mt","Ccl1","Sim.","4",FALSE
"440",5,1,"lps","mt","Ccl1","Sim.","4",FALSE
"441",8,0.442860325293271,"lps","mt","Ccl1","Sim.","4",FALSE
"442",0,9.4882621090546e-06,"tnf","mt","Ccl1","Sim.","4",FALSE
"443",0.5,9.4882621090546e-06,"tnf","mt","Ccl1","Sim.","4",FALSE
"444",1,0.000727751021124637,"tnf","mt","Ccl1","Sim.","4",FALSE
"445",2,0.602304620269211,"tnf","mt","Ccl1","Sim.","4",FALSE
"446",3,0.600052856319971,"tnf","mt","Ccl1","Sim.","4",FALSE
"447",5,0.244206306313516,"tnf","mt","Ccl1","Sim.","4",FALSE
"448",8,0.0488083264083713,"tnf","mt","Ccl1","Sim.","4",FALSE
"449",0,0.0508569071635652,"lps","wt","Ccl2","Sim.","7",TRUE
"450",0.5,0.0508569071635652,"lps","wt","Ccl2","Sim.","7",TRUE
"451",1,0.0915615431239706,"lps","wt","Ccl2","Sim.","7",TRUE
"452",2,0.58970614874526,"lps","wt","Ccl2","Sim.","7",TRUE
"453",3,0.86854917489936,"lps","wt","Ccl2","Sim.","7",TRUE
"454",5,1,"lps","wt","Ccl2","Sim.","7",TRUE
"455",8,0.591547655095855,"lps","wt","Ccl2","Sim.","7",TRUE
"456",0,0.0508569071635652,"tnf","wt","Ccl2","Sim.","7",TRUE
"457",0.5,0.0508569071635652,"tnf","wt","Ccl2","Sim.","7",TRUE
"458",1,0.251378468604084,"tnf","wt","Ccl2","Sim.","7",TRUE
"459",2,0.449099710405556,"tnf","wt","Ccl2","Sim.","7",TRUE
"460",3,0.244619894240962,"tnf","wt","Ccl2","Sim.","7",TRUE
"461",5,0.0967134902196725,"tnf","wt","Ccl2","Sim.","7",TRUE
"462",8,0.0561428145893313,"tnf","wt","Ccl2","Sim.","7",TRUE
"463",0,0.0631422916925636,"lps","mt","Ccl2","Sim.","7",TRUE
"464",0.5,0.0631422916925636,"lps","mt","Ccl2","Sim.","7",TRUE
"465",1,0.0658178261772943,"lps","mt","Ccl2","Sim.","7",TRUE
"466",2,0.656733187187576,"lps","mt","Ccl2","Sim.","7",TRUE
"467",3,0.933851899707156,"lps","mt","Ccl2","Sim.","7",TRUE
"468",5,1,"lps","mt","Ccl2","Sim.","7",TRUE
"469",8,0.350856144722392,"lps","mt","Ccl2","Sim.","7",TRUE
"470",0,0.0631422916925636,"tnf","mt","Ccl2","Sim.","7",TRUE
"471",0.5,0.0631422916925636,"tnf","mt","Ccl2","Sim.","7",TRUE
"472",1,0.28174748966479,"tnf","mt","Ccl2","Sim.","7",TRUE
"473",2,0.71504517415041,"tnf","mt","Ccl2","Sim.","7",TRUE
"474",3,0.601177861861403,"tnf","mt","Ccl2","Sim.","7",TRUE
"475",5,0.201769028644113,"tnf","mt","Ccl2","Sim.","7",TRUE
"476",8,0.0791225320141418,"tnf","mt","Ccl2","Sim.","7",TRUE
"477",0,0.213157428086186,"lps","wt","Wnt11","Sim.","4",FALSE
"478",0.5,0.213157428086186,"lps","wt","Wnt11","Sim.","4",FALSE
"479",1,0.213157428086186,"lps","wt","Wnt11","Sim.","4",FALSE
"480",2,0.380520330782925,"lps","wt","Wnt11","Sim.","4",FALSE
"481",3,0.850014370180338,"lps","wt","Wnt11","Sim.","4",FALSE
"482",5,1,"lps","wt","Wnt11","Sim.","4",FALSE
"483",8,0.705972579875392,"lps","wt","Wnt11","Sim.","4",FALSE
"484",0,0.213157428086186,"tnf","wt","Wnt11","Sim.","4",FALSE
"485",0.5,0.213157428086186,"tnf","wt","Wnt11","Sim.","4",FALSE
"486",1,0.213157428086186,"tnf","wt","Wnt11","Sim.","4",FALSE
"487",2,0.560777359237298,"tnf","wt","Wnt11","Sim.","4",FALSE
"488",3,0.567809789540139,"tnf","wt","Wnt11","Sim.","4",FALSE
"489",5,0.255311806063913,"tnf","wt","Wnt11","Sim.","4",FALSE
"490",8,0.214827199556735,"tnf","wt","Wnt11","Sim.","4",FALSE
"491",0,0.268071809982247,"lps","mt","Wnt11","Sim.","4",FALSE
"492",0.5,0.268071809982247,"lps","mt","Wnt11","Sim.","4",FALSE
"493",1,0.268071809982247,"lps","mt","Wnt11","Sim.","4",FALSE
"494",2,0.377386037633234,"lps","mt","Wnt11","Sim.","4",FALSE
"495",3,0.981472922032978,"lps","mt","Wnt11","Sim.","4",FALSE
"496",5,1,"lps","mt","Wnt11","Sim.","4",FALSE
"497",8,0.731604301425012,"lps","mt","Wnt11","Sim.","4",FALSE
"498",0,0.268071809982247,"tnf","mt","Wnt11","Sim.","4",FALSE
"499",0.5,0.268071809982247,"tnf","mt","Wnt11","Sim.","4",FALSE
"500",1,0.268071809982247,"tnf","mt","Wnt11","Sim.","4",FALSE
"501",2,0.647722574017282,"tnf","mt","Wnt11","Sim.","4",FALSE
"502",3,0.863854789552575,"tnf","mt","Wnt11","Sim.","4",FALSE
"503",5,0.560506520107373,"tnf","mt","Wnt11","Sim.","4",FALSE
"504",8,0.288364389375095,"tnf","mt","Wnt11","Sim.","4",FALSE
"505",0,0.104850380402139,"lps","wt","Ccl7","Sim.","7",TRUE
"506",0.5,0.104858911932531,"lps","wt","Ccl7","Sim.","7",TRUE
"507",1,0.172362119672965,"lps","wt","Ccl7","Sim.","7",TRUE
"508",2,0.683482750893095,"lps","wt","Ccl7","Sim.","7",TRUE
"509",3,0.956870091054642,"lps","wt","Ccl7","Sim.","7",TRUE
"510",5,1,"lps","wt","Ccl7","Sim.","7",TRUE
"511",8,0.473479183743598,"lps","wt","Ccl7","Sim.","7",TRUE
"512",0,0.104850380402139,"tnf","wt","Ccl7","Sim.","7",TRUE
"513",0.5,0.105510766933244,"tnf","wt","Ccl7","Sim.","7",TRUE
"514",1,0.380970733019297,"tnf","wt","Ccl7","Sim.","7",TRUE
"515",2,0.431744524861066,"tnf","wt","Ccl7","Sim.","7",TRUE
"516",3,0.265418464889393,"tnf","wt","Ccl7","Sim.","7",TRUE
"517",5,0.143590088564702,"tnf","wt","Ccl7","Sim.","7",TRUE
"518",8,0.109446767616274,"tnf","wt","Ccl7","Sim.","7",TRUE
"519",0,0.140125817483689,"lps","mt","Ccl7","Sim.","7",TRUE
"520",0.5,0.140125918121222,"lps","mt","Ccl7","Sim.","7",TRUE
"521",1,0.151348411426551,"lps","mt","Ccl7","Sim.","7",TRUE
"522",2,0.833834498887905,"lps","mt","Ccl7","Sim.","7",TRUE
"523",3,1,"lps","mt","Ccl7","Sim.","7",TRUE
"524",5,0.930098209730829,"lps","mt","Ccl7","Sim.","7",TRUE
"525",8,0.327564287450462,"lps","mt","Ccl7","Sim.","7",TRUE
"526",0,0.140125817483689,"tnf","mt","Ccl7","Sim.","7",TRUE
"527",0.5,0.140527587440862,"tnf","mt","Ccl7","Sim.","7",TRUE
"528",1,0.46142002609755,"tnf","mt","Ccl7","Sim.","7",TRUE
"529",2,0.729154044198778,"tnf","mt","Ccl7","Sim.","7",TRUE
"530",3,0.543337691643264,"tnf","mt","Ccl7","Sim.","7",TRUE
"531",5,0.24059691946412,"tnf","mt","Ccl7","Sim.","7",TRUE
"532",8,0.152046837658514,"tnf","mt","Ccl7","Sim.","7",TRUE
"533",0,0.145663549226848,"lps","wt","Angptl4","Sim.","4",FALSE
"534",0.5,0.145663549226848,"lps","wt","Angptl4","Sim.","4",FALSE
"535",1,0.145663549226848,"lps","wt","Angptl4","Sim.","4",FALSE
"536",2,0.282785364045283,"lps","wt","Angptl4","Sim.","4",FALSE
"537",3,0.799223675935764,"lps","wt","Angptl4","Sim.","4",FALSE
"538",5,1,"lps","wt","Angptl4","Sim.","4",FALSE
"539",8,0.539175189139844,"lps","wt","Angptl4","Sim.","4",FALSE
"540",0,0.145663549226848,"tnf","wt","Angptl4","Sim.","4",FALSE
"541",0.5,0.145663549226848,"tnf","wt","Angptl4","Sim.","4",FALSE
"542",1,0.145663549226848,"tnf","wt","Angptl4","Sim.","4",FALSE
"543",2,0.486413071026819,"tnf","wt","Angptl4","Sim.","4",FALSE
"544",3,0.378601845670065,"tnf","wt","Angptl4","Sim.","4",FALSE
"545",5,0.227310608835297,"tnf","wt","Angptl4","Sim.","4",FALSE
"546",8,0.162621326435012,"tnf","wt","Angptl4","Sim.","4",FALSE
"547",0,0.238549428695757,"lps","mt","Angptl4","Sim.","4",FALSE
"548",0.5,0.238549428695757,"lps","mt","Angptl4","Sim.","4",FALSE
"549",1,0.238549428695757,"lps","mt","Angptl4","Sim.","4",FALSE
"550",2,0.419376745921978,"lps","mt","Angptl4","Sim.","4",FALSE
"551",3,1,"lps","mt","Angptl4","Sim.","4",FALSE
"552",5,0.944008556563154,"lps","mt","Angptl4","Sim.","4",FALSE
"553",8,0.553849223785306,"lps","mt","Angptl4","Sim.","4",FALSE
"554",0,0.238549428695757,"tnf","mt","Angptl4","Sim.","4",FALSE
"555",0.5,0.238549428695757,"tnf","mt","Angptl4","Sim.","4",FALSE
"556",1,0.238549428695757,"tnf","mt","Angptl4","Sim.","4",FALSE
"557",2,0.672307444473647,"tnf","mt","Angptl4","Sim.","4",FALSE
"558",3,0.681791129793187,"tnf","mt","Angptl4","Sim.","4",FALSE
"559",5,0.432316423680077,"tnf","mt","Angptl4","Sim.","4",FALSE
"560",8,0.278840057390066,"tnf","mt","Angptl4","Sim.","4",FALSE
"561",0,0.100337469476641,"lps","wt","Bdkrb2","Sim.","4",FALSE
"562",0.5,0.100337469476641,"lps","wt","Bdkrb2","Sim.","4",FALSE
"563",1,0.100337469476641,"lps","wt","Bdkrb2","Sim.","4",FALSE
"564",2,0.154460437673355,"lps","wt","Bdkrb2","Sim.","4",FALSE
"565",3,0.74291036357463,"lps","wt","Bdkrb2","Sim.","4",FALSE
"566",5,1,"lps","wt","Bdkrb2","Sim.","4",FALSE
"567",8,0.481178541548588,"lps","wt","Bdkrb2","Sim.","4",FALSE
"568",0,0.100337469476641,"tnf","wt","Bdkrb2","Sim.","4",FALSE
"569",0.5,0.100337469476641,"tnf","wt","Bdkrb2","Sim.","4",FALSE
"570",1,0.100337469476641,"tnf","wt","Bdkrb2","Sim.","4",FALSE
"571",2,0.359570298218992,"tnf","wt","Bdkrb2","Sim.","4",FALSE
"572",3,0.461266048630032,"tnf","wt","Bdkrb2","Sim.","4",FALSE
"573",5,0.148751091725193,"tnf","wt","Bdkrb2","Sim.","4",FALSE
"574",8,0.102696821853423,"tnf","wt","Bdkrb2","Sim.","4",FALSE
"575",0,0.146774572910933,"lps","mt","Bdkrb2","Sim.","4",FALSE
"576",0.5,0.146774572910933,"lps","mt","Bdkrb2","Sim.","4",FALSE
"577",1,0.146774572910933,"lps","mt","Bdkrb2","Sim.","4",FALSE
"578",2,0.166685697986662,"lps","mt","Bdkrb2","Sim.","4",FALSE
"579",3,1,"lps","mt","Bdkrb2","Sim.","4",FALSE
"580",5,0.888345056803124,"lps","mt","Bdkrb2","Sim.","4",FALSE
"581",8,0.479403878998729,"lps","mt","Bdkrb2","Sim.","4",FALSE
"582",0,0.146774572910933,"tnf","mt","Bdkrb2","Sim.","4",FALSE
"583",0.5,0.146774572910933,"tnf","mt","Bdkrb2","Sim.","4",FALSE
"584",1,0.146774572910933,"tnf","mt","Bdkrb2","Sim.","4",FALSE
"585",2,0.434110194426582,"tnf","mt","Bdkrb2","Sim.","4",FALSE
"586",3,0.760460659602594,"tnf","mt","Bdkrb2","Sim.","4",FALSE
"587",5,0.356759133374531,"tnf","mt","Bdkrb2","Sim.","4",FALSE
"588",8,0.157899399759851,"tnf","mt","Bdkrb2","Sim.","4",FALSE
"589",0,0.0640457721612965,"lps","wt","Icam1","Sim.","2",FALSE
"590",0.5,0.0640457721612965,"lps","wt","Icam1","Sim.","2",FALSE
"591",1,0.064050399176845,"lps","wt","Icam1","Sim.","2",FALSE
"592",2,0.288138010765021,"lps","wt","Icam1","Sim.","2",FALSE
"593",3,0.735405500616757,"lps","wt","Icam1","Sim.","2",FALSE
"594",5,1,"lps","wt","Icam1","Sim.","2",FALSE
"595",8,0.522696718627854,"lps","wt","Icam1","Sim.","2",FALSE
"596",0,0.0640457721612965,"tnf","wt","Icam1","Sim.","2",FALSE
"597",0.5,0.0640457721612965,"tnf","wt","Icam1","Sim.","2",FALSE
"598",1,0.0650730317580001,"tnf","wt","Icam1","Sim.","2",FALSE
"599",2,0.366026991116761,"tnf","wt","Icam1","Sim.","2",FALSE
"600",3,0.278192931002677,"tnf","wt","Icam1","Sim.","2",FALSE
"601",5,0.170994678626226,"tnf","wt","Icam1","Sim.","2",FALSE
"602",8,0.101813745039825,"tnf","wt","Icam1","Sim.","2",FALSE
"603",0,0.12553984057362,"lps","mt","Icam1","Sim.","2",FALSE
"604",0.5,0.12553984057362,"lps","mt","Icam1","Sim.","2",FALSE
"605",1,0.125539866492488,"lps","mt","Icam1","Sim.","2",FALSE
"606",2,0.566652133583956,"lps","mt","Icam1","Sim.","2",FALSE
"607",3,1,"lps","mt","Icam1","Sim.","2",FALSE
"608",5,0.944580924633641,"lps","mt","Icam1","Sim.","2",FALSE
"609",8,0.485759753891914,"lps","mt","Icam1","Sim.","2",FALSE
"610",0,0.12553984057362,"tnf","mt","Icam1","Sim.","2",FALSE
"611",0.5,0.12553984057362,"tnf","mt","Icam1","Sim.","2",FALSE
"612",1,0.126334321354101,"tnf","mt","Icam1","Sim.","2",FALSE
"613",2,0.664820867397996,"tnf","mt","Icam1","Sim.","2",FALSE
"614",3,0.573404719942738,"tnf","mt","Icam1","Sim.","2",FALSE
"615",5,0.354497032985729,"tnf","mt","Icam1","Sim.","2",FALSE
"616",8,0.206393871244863,"tnf","mt","Icam1","Sim.","2",FALSE
"617",0,0.157245088384153,"lps","wt","Nfkb1","Sim.","2",FALSE
"618",0.5,0.157245088384153,"lps","wt","Nfkb1","Sim.","2",FALSE
"619",1,0.157245145659419,"lps","wt","Nfkb1","Sim.","2",FALSE
"620",2,0.3225331052015,"lps","wt","Nfkb1","Sim.","2",FALSE
"621",3,0.826373711834066,"lps","wt","Nfkb1","Sim.","2",FALSE
"622",5,1,"lps","wt","Nfkb1","Sim.","2",FALSE
"623",8,0.520590633639499,"lps","wt","Nfkb1","Sim.","2",FALSE
"624",0,0.157245088384153,"tnf","wt","Nfkb1","Sim.","2",FALSE
"625",0.5,0.157245088384153,"tnf","wt","Nfkb1","Sim.","2",FALSE
"626",1,0.157245771345803,"tnf","wt","Nfkb1","Sim.","2",FALSE
"627",2,0.478673148623227,"tnf","wt","Nfkb1","Sim.","2",FALSE
"628",3,0.368357870284351,"tnf","wt","Nfkb1","Sim.","2",FALSE
"629",5,0.240864512160445,"tnf","wt","Nfkb1","Sim.","2",FALSE
"630",8,0.178105905038953,"tnf","wt","Nfkb1","Sim.","2",FALSE
"631",0,0.264320585850191,"lps","mt","Nfkb1","Sim.","2",FALSE
"632",0.5,0.264320585850191,"lps","mt","Nfkb1","Sim.","2",FALSE
"633",1,0.264320592661409,"lps","mt","Nfkb1","Sim.","2",FALSE
"634",2,0.550204434430157,"lps","mt","Nfkb1","Sim.","2",FALSE
"635",3,1,"lps","mt","Nfkb1","Sim.","2",FALSE
"636",5,0.905208751495005,"lps","mt","Nfkb1","Sim.","2",FALSE
"637",8,0.523894786286082,"lps","mt","Nfkb1","Sim.","2",FALSE
"638",0,0.264320585850191,"tnf","mt","Nfkb1","Sim.","2",FALSE
"639",0.5,0.264320585850191,"tnf","mt","Nfkb1","Sim.","2",FALSE
"640",1,0.264321275362676,"tnf","mt","Nfkb1","Sim.","2",FALSE
"641",2,0.694952052780685,"tnf","mt","Nfkb1","Sim.","2",FALSE
"642",3,0.645123591074731,"tnf","mt","Nfkb1","Sim.","2",FALSE
"643",5,0.430772221144617,"tnf","mt","Nfkb1","Sim.","2",FALSE
"644",8,0.305848220876949,"tnf","mt","Nfkb1","Sim.","2",FALSE
"645",0,0.149487877786763,"lps","wt","Nfkb2","Sim.","4",FALSE
"646",0.5,0.149487877786763,"lps","wt","Nfkb2","Sim.","4",FALSE
"647",1,0.195011603717204,"lps","wt","Nfkb2","Sim.","4",FALSE
"648",2,0.512662611898051,"lps","wt","Nfkb2","Sim.","4",FALSE
"649",3,0.792803424725497,"lps","wt","Nfkb2","Sim.","4",FALSE
"650",5,1,"lps","wt","Nfkb2","Sim.","4",FALSE
"651",8,0.874872010823994,"lps","wt","Nfkb2","Sim.","4",FALSE
"652",0,0.149487877786763,"tnf","wt","Nfkb2","Sim.","4",FALSE
"653",0.5,0.149487877786763,"tnf","wt","Nfkb2","Sim.","4",FALSE
"654",1,0.260562390031915,"tnf","wt","Nfkb2","Sim.","4",FALSE
"655",2,0.472360297366091,"tnf","wt","Nfkb2","Sim.","4",FALSE
"656",3,0.384659463277559,"tnf","wt","Nfkb2","Sim.","4",FALSE
"657",5,0.265586980306662,"tnf","wt","Nfkb2","Sim.","4",FALSE
"658",8,0.189782802525891,"tnf","wt","Nfkb2","Sim.","4",FALSE
"659",0,0.186413590060613,"lps","mt","Nfkb2","Sim.","4",FALSE
"660",0.5,0.186413590060613,"lps","mt","Nfkb2","Sim.","4",FALSE
"661",1,0.209165321438035,"lps","mt","Nfkb2","Sim.","4",FALSE
"662",2,0.594023015111005,"lps","mt","Nfkb2","Sim.","4",FALSE
"663",3,0.817289503690538,"lps","mt","Nfkb2","Sim.","4",FALSE
"664",5,1,"lps","mt","Nfkb2","Sim.","4",FALSE
"665",8,0.85303173762535,"lps","mt","Nfkb2","Sim.","4",FALSE
"666",0,0.186413590060613,"tnf","mt","Nfkb2","Sim.","4",FALSE
"667",0.5,0.186413590060613,"tnf","mt","Nfkb2","Sim.","4",FALSE
"668",1,0.305314214819533,"tnf","mt","Nfkb2","Sim.","4",FALSE
"669",2,0.617887444949354,"tnf","mt","Nfkb2","Sim.","4",FALSE
"670",3,0.701352794746225,"tnf","mt","Nfkb2","Sim.","4",FALSE
"671",5,0.532801438386691,"tnf","mt","Nfkb2","Sim.","4",FALSE
"672",8,0.314267194401777,"tnf","mt","Nfkb2","Sim.","4",FALSE
"673",0,0.00103897651655142,"lps","wt","Nfkbie","Sim.","2",FALSE
"674",0.5,0.00103897651655142,"lps","wt","Nfkbie","Sim.","2",FALSE
"675",1,0.0233846625003326,"lps","wt","Nfkbie","Sim.","2",FALSE
"676",2,0.472689132110582,"lps","wt","Nfkbie","Sim.","2",FALSE
"677",3,0.902415617601469,"lps","wt","Nfkbie","Sim.","2",FALSE
"678",5,1,"lps","wt","Nfkbie","Sim.","2",FALSE
"679",8,0.564639204634685,"lps","wt","Nfkbie","Sim.","2",FALSE
"680",0,0.00103897651655142,"tnf","wt","Nfkbie","Sim.","2",FALSE
"681",0.5,0.00103897651655142,"tnf","wt","Nfkbie","Sim.","2",FALSE
"682",1,0.118476821187281,"tnf","wt","Nfkbie","Sim.","2",FALSE
"683",2,0.393004456814746,"tnf","wt","Nfkbie","Sim.","2",FALSE
"684",3,0.241147283551181,"tnf","wt","Nfkbie","Sim.","2",FALSE
"685",5,0.0895428431745921,"tnf","wt","Nfkbie","Sim.","2",FALSE
"686",8,0.0208613675137665,"tnf","wt","Nfkbie","Sim.","2",FALSE
"687",0,0.00170081290092469,"lps","mt","Nfkbie","Sim.","2",FALSE
"688",0.5,0.00170081290092469,"lps","mt","Nfkbie","Sim.","2",FALSE
"689",1,0.00897374735385729,"lps","mt","Nfkbie","Sim.","2",FALSE
"690",2,0.7148418129393,"lps","mt","Nfkbie","Sim.","2",FALSE
"691",3,0.976030398919194,"lps","mt","Nfkbie","Sim.","2",FALSE
"692",5,1,"lps","mt","Nfkbie","Sim.","2",FALSE
"693",8,0.524237631883817,"lps","mt","Nfkbie","Sim.","2",FALSE
"694",0,0.00170081290092469,"tnf","mt","Nfkbie","Sim.","2",FALSE
"695",0.5,0.00170081290092469,"tnf","mt","Nfkbie","Sim.","2",FALSE
"696",1,0.145087438046081,"tnf","mt","Nfkbie","Sim.","2",FALSE
"697",2,0.654086036770781,"tnf","mt","Nfkbie","Sim.","2",FALSE
"698",3,0.616545742368384,"tnf","mt","Nfkbie","Sim.","2",FALSE
"699",5,0.275488584335692,"tnf","mt","Nfkbie","Sim.","2",FALSE
"700",8,0.0638494858480328,"tnf","mt","Nfkbie","Sim.","2",FALSE
"701",0,0.138001273197764,"lps","wt","Rab11fip1","Sim.","2",FALSE
"702",0.5,0.138001273197764,"lps","wt","Rab11fip1","Sim.","2",FALSE
"703",1,0.138364038278653,"lps","wt","Rab11fip1","Sim.","2",FALSE
"704",2,0.458401040724598,"lps","wt","Rab11fip1","Sim.","2",FALSE
"705",3,1,"lps","wt","Rab11fip1","Sim.","2",FALSE
"706",5,0.870948077244179,"lps","wt","Rab11fip1","Sim.","2",FALSE
"707",8,0.354278251387041,"lps","wt","Rab11fip1","Sim.","2",FALSE
"708",0,0.138001273197764,"tnf","wt","Rab11fip1","Sim.","2",FALSE
"709",0.5,0.138001273197764,"tnf","wt","Rab11fip1","Sim.","2",FALSE
"710",1,0.143390061383298,"tnf","wt","Rab11fip1","Sim.","2",FALSE
"711",2,0.526511907494351,"tnf","wt","Rab11fip1","Sim.","2",FALSE
"712",3,0.310618902160853,"tnf","wt","Rab11fip1","Sim.","2",FALSE
"713",5,0.170482449816466,"tnf","wt","Rab11fip1","Sim.","2",FALSE
"714",8,0.14065622234236,"tnf","wt","Rab11fip1","Sim.","2",FALSE
