"",Control_Lps_0,Control_Lps_0.5,Control_Lps_1,Control_Lps_2,Control_Lps_4,Control_Lps_8,Control_Tnf_0,Control_Tnf_0.5,Control_Tnf_1,Control_Tnf_2,Control_Tnf_4,Control_Tnf_8,Mutant_Lps_0,Mutant_Lps_0.5,Mutant_Lps_1,Mutant_Lps_2,Mutant_Lps_4,Mutant_Lps_8,Mutant_Tnf_0,Mutant_Tnf_0.5,Mutant_Tnf_1,Mutant_Tnf_2,Mutant_Tnf_4,Mutant_Tnf_8
St3gal1,0.434016635788197,0.341633145635672,0.431792842869684,1,0.68161795753172,0.426877202263091,0.434016635788197,0.372660168920277,0.675707343665172,0.644877501328478,0.320387020557468,0.317032771359722,0.313715934026302,0.400145289023405,0.515568273157472,1,0.914277457717297,0.662798179211106,0.313715934026302,0.361634678191302,0.812789827896067,0.98575343403263,0.566374819907883,0.593109906446475
Cx3cl1,0.0952244656447769,0.0947653166983832,0.256546695451297,1,0.585916464288436,0.0801388480705523,0.0952244656447769,0.244514164051607,0.359366592245133,0.335473786138564,0.12869030976139,0.0597367983850947,0.134390549438594,0.0754980094421807,0.0999777135566199,1,0.625350867276043,0.100603493544185,0.134390549438594,0.200877553784368,0.286170140190361,0.885121741730064,0.294922734541861,0.054709549422885
Gch1,0.130355659250881,0.259747899027739,0.65707367916608,1,0.545017127381311,0.391847744137182,0.130355659250881,0.462711192026947,0.660971686613312,0.297015591960423,0.115807082391455,0.0885785716118404,0.0748045393885938,0.203639598917916,0.455558382217725,0.91165184654799,1,0.628463993157477,0.0748045393885938,0.438892577651638,0.783399743954613,0.791436358856606,0.397979549738957,0.196249177727231
Adtrp,0.0633987821666817,0,0.435457112820124,1,0.450256509870335,0.140663292767193,0.0633987821666817,0.18042054437125,0.651943317062159,0.213241963458765,0.134308805613759,0,0.045852412106712,0,0.106943137953239,0.571749652813991,1,0.325033721461132,0.045852412106712,0.180688362192403,0.9686692811025,0.806638435544322,0.0833741968124016,0.541320648564277
Gbp2,0.022854327020225,0.0267592658997807,0.0858461812535339,1,0.394364616422391,0.174305466773905,0.022854327020225,0.110430714477954,0.339933801865043,0.523680870400468,0.148275059230441,0.0560751064654758,0.0200507702261787,0.0272069362847775,0.0734103193772571,0.952595651240381,0.879154928653327,0.394173320248463,0.0200507702261787,0.0632104731926913,0.431924111267796,1,0.457004888733638,0.0495447362117281
Il1rl1,0.125485095050512,0.186011232798258,0.400197298149694,1,0.285104061509806,0.302577874369719,0.125485095050512,0.513906724560815,0.610086688215394,0.490752380960989,0.172781347054435,0.182834514066036,0.131877385798973,0.166025720523576,0.471579763696938,0.941829426233386,0.297480234457673,0.414841130773194,0.131877385798973,0.511148054109448,0.711631083992091,1,0.275669640881064,0.190891887832879
Slc7a2,0.172503663104692,0.19735255504003,0.107028292685862,1,0.363430460900576,0.198346979309394,0.172503663104692,0.248439911682288,0.274692152612683,0.505536391002879,0.0839996311339024,0.0523954909658534,0.127582069603582,0.192876889879552,0.255506337778709,0.989669462942154,1,0.847865868098772,0.127582069603582,0.252856912402008,0.684998089212323,0.900951014618724,0.297940980652638,0.123055387261714
Timp1,0.106878916905139,0.133747148782536,0.383463946740124,1,0.171249378951738,0.234241086901193,0.106878916905139,0.604191659572534,0.538679273650575,0.455204707973784,0.108608174913814,0.1081603491,0.151632338996385,0.123631863478471,0.437827680250219,1,0.410063705957127,0.362232963009692,0.151632338996385,0.486628559571428,0.659398464283065,0.744366604072976,0.269098407702145,0.214815436704564
Tmem158,0.235481190904818,0.298071359540028,0.606529549999458,1,0.522619163242351,0,0.235481190904818,0.502600087891338,0.0864822767531435,0.445523387940634,0.12471531949849,0.67641818321769,0.286577575666951,0.304016076477327,0.401036767324647,0.397048370009717,1,0,0.286577575666951,0.316204633836707,0.558847662174522,0.768227081470786,0.937959714139522,0.676650810705349
Fpr1,0,0.190113809126823,0.161188531157321,0.911161529623541,1,0.833085376497659,0,0,0.137898816250511,0,0.198862652243032,0,0.0564698110424624,0.256740211530475,0.0987798435519499,0.273832878652314,0.49262238079027,0.700520124951955,0.0564698110424624,0.0667583483732369,0.0458834776399146,0.070958597599068,0.308039964976513,1
